"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2012","CAR-1-US-551-4-234-IL-2012-958-4807 to 4811","5","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- G. Marceau,Driver-Med Car,Online Off",
"2012","CAR-1-US-551-4-234-IL-2012-958-4812 to 4815","4","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Karen Skellie, Online Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4880 to 4880","1","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Matthew Fladell, Online Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4881 to 4881","1","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Matthew Samsel, Online Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4882 to 4882","1","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Megan Mazza, Online Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4883 to 4889","7","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Pittsburgh Marathon",
"2012","CAR-1-US-551-4-234-IL-2012-958-4890 to 4908","19","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- SASB  - NYC APR",
"2012","CAR-1-US-551-4-234-IL-2012-958-4909 to 4928","20","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- SASB - NYC OCT",
"2012","CAR-1-US-551-4-234-IL-2012-958-4929 to 4939","11","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- SASB - San Francisco",
"2012","CAR-1-US-551-4-234-IL-2012-958-4940 to 4950","11","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Scott Havis, Online Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4951 to 4951","1","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Snowmass",
"2012","CAR-1-US-551-4-234-IL-2012-958-4952 to 4957","6","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Steve Rewinski - NY Donations Offsets",
"2012","CAR-1-US-551-4-234-IL-2012-958-4958 to 4958","1","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Sundance Square Holiday Tree",
"2012","CAR-1-US-551-4-234-IL-2012-958-4959 to 4979","21","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Telluride - Event Offset",
"2012","CAR-1-US-551-4-234-IL-2012-958-4980 to 5000","21","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Telluride - Green Tix",
"2012","CAR-1-US-551-4-234-IL-2012-958-79 to 822","744","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Klean Kanteen 1/1/13-12/31/2013",
"2012","CAR-1-US-551-4-234-IL-2012-958-1707 to 2258","552","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY 2013-Mayfest",
"2012","CAR-1-US-551-4-234-IL-2012-958-2259 to 2783","525","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY 2013- SXSW Eco",
"2012","CAR-1-US-551-4-234-IL-2012-958-2784 to 2787","4","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- 11th Hour Racing",
"2012","CAR-1-US-551-4-234-IL-2012-958-4816 to 4865","50","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Learn to Live Green",
"2012","CAR-1-US-551-4-234-IL-2012-958-4866 to 4879","14","04/30/2014","CAR551","Bluesource - Indian Creek Landfill Gas Project","Landfill Gas Capture/Combustion","Version 2.1","Tazewell County, Hopedale","ILLINOIS","US","","No","Green Mountain Energy","Environmental Benefit","RY2013- Martin Weirick, Online Offsets",
"2012","CAR-1-US-469-4-234-SC-2012-1294-117 to 1251","1135","04/22/2016","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","Other","Green-e Climate RY2015",
"2012","CAR-1-US-469-4-234-SC-2012-1185-1 to 5000","5000","04/22/2016","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","Other","Green-e Climate RY2015",
"2012","CAR-1-US-469-4-234-SC-2012-1294-1752 to 4635","2884","12/06/2016","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","On Behalf of Third Party","Kohl's Department Store",
"2012","CAR-1-US-469-4-234-SC-2012-1294-4636 to 6460","1825","12/06/2016","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","On Behalf of Third Party","Student Universe",
"2012","CAR-1-US-469-4-234-SC-2012-1294-1 to 116","116","05/21/2015","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","Environmental Benefit","3Degrees 2014 Carbon Footprint",
"2012","CAR-1-US-469-4-234-SC-2012-1294-1252 to 1751","500","12/06/2016","CAR469","Bluesource - MP Greenwood Landfill Gas to Energy Project","Landfill Gas Capture/Combustion","Version 2.0","Greenwood County; Greenwood; 1 Mi. N of Greenville","SOUTH CAROLINA","US","","No","3Degrees Inc.","On Behalf of Third Party","Carbon Checkout, LCC",
"2012","CAR-1-US-482-4-234-NC-2012-1113-1 to 5760","5760","12/26/2013","CAR482","Bluesource - MP Wilson Landfill Gas Project","Landfill Gas Capture/Combustion","Version 3.0","Wilson County","NORTH CAROLINA","US","","No","Blue Source, LLC","On Behalf of Third Party","Retired for Interface Inc 2014 Cool Carpet Program",
"2012","CAR-1-US-830-4-234-NE-2012-857-1 to 10396","10396","12/26/2013","CAR830","Bluesource - Sarpy County Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Sarpy County, Nebraska","NEBRASKA","US","","No","Blue Source, LLC","On Behalf of Third Party","Retired for Interface Inc 2014 Cool Carpet Program",
"2012","CAR-1-US-878-4-659-NE-2012-1358-67312 to 67511","200","10/04/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-4",
"2012","CAR-1-US-878-4-659-NE-2012-1358-111086 to 111407","322","07/19/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Solberg Manufacturing",
"2012","CAR-1-US-878-4-659-NE-2012-1358-111408 to 122559","11152","07/19/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Aurora Organic Dairy",
"2012","CAR-1-US-878-4-659-NE-2012-1358-49980 to 50389","410","04/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-49780 to 49979","200","03/30/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-62510 to 62942","433","05/25/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-69219 to 69413","195","06/28/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-59390 to 59409","20","01/08/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Lehigh University ClassroomLIVE",
"2012","CAR-1-US-878-4-659-NE-2012-1358-50390 to 59389","9000","12/23/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Retired in the name of Carbonfund.org",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35075 to 35159","85","01/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-66812 to 67311","500","10/04/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-67512 to 67761","250","10/31/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-64410 to 64909","500","10/31/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-65910 to 66409","500","10/31/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-67762 to 67909","148","12/01/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34560 to 34639","80","09/22/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34671 to 34755","85","09/22/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34847 to 34959","113","10/27/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35314 to 35380","67","10/26/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35160 to 35239","80","09/25/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34640 to 34670","31","09/22/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-33531 to 34559","1029","05/29/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Green Mountain Energy","Retirement for Person or Organization","C3 Presents -- Lollapalooza",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34774 to 34846","73","09/25/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35381 to 35532","152","10/28/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35240 to 35313","74","09/25/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34960 to 35059","100","11/30/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35560 to 35759","200","11/30/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-34756 to 34773","18","09/25/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP - 3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-48790 to 48813","24","01/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-49190 to 49329","140","12/23/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35060 to 35074","15","12/23/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP - 3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35760 to 35909","150","12/23/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-36180 to 48789","12610","11/06/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","ClimeCo Corporation","On Behalf of Third Party","On behalf of MVUT 27 Owner, LLC",
"2012","CAR-1-US-878-4-659-NE-2012-1358-60910 to 61909","1000","02/02/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Retired in the name of Carbonfund.org",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35555 to 35559","5","01/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-48814 to 48933","120","01/28/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-49330 to 49479","150","02/23/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35910 to 35959","50","01/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35533 to 35547","15","11/30/2015","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP - 3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35548 to 35554","7","01/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP - 3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-35960 to 36179","220","05/06/2020","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Community Energy, Inc.","On Behalf of Third Party","Windham Professionals Inc.",
"2012","CAR-1-US-878-4-659-NE-2012-1358-64910 to 65909","1000","10/31/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-63410 to 64409","1000","10/04/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-3",
"2012","CAR-1-US-878-4-659-NE-2012-1358-49480 to 49779","300","03/30/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-61910 to 62509","600","04/27/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-48934 to 49189","256","02/23/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-69414 to 108171","38758","05/30/2017","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","Other","Green-e Climate RY2016",
"2012","CAR-1-US-878-4-659-NE-2012-1358-62943 to 63409","467","05/25/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-2",
"2012","CAR-1-US-878-4-659-NE-2012-1358-67910 to 69218","1309","06/28/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-59410 to 60909","1500","10/31/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-66410 to 66811","402","10/04/2016","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","GreenPrint, LLC","On Behalf of Third Party","GP-1",
"2012","CAR-1-US-878-4-659-NE-2012-1358-122560 to 128363","5804","07/19/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Capital One Services, LLC",
"2012","CAR-1-US-878-4-659-NE-2012-1358-108172 to 108921","750","06/12/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","offCents retires credits to offset transportation emissions for its users",
"2012","CAR-1-US-878-4-659-NE-2012-1358-109251 to 111085","1835","07/19/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Planet Bluegrass",
"2012","CAR-1-US-878-4-659-NE-2012-1358-108922 to 109250","329","07/19/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Solberg Manufacturing",
"2012","CAR-1-US-878-4-659-NE-2012-1358-128364 to 128464","101","06/26/2018","CAR878","Bluff Road Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lincoln","NEBRASKA","US","","No","ClimeCo Corporation","On Behalf of Third Party","Delos Living LLC",
"2012","CAR-1-US-531-4-343-NC-2012-1179-1 to 26724","26724","05/30/2017","CAR531","Buncombe County Landfill","Landfill Gas Capture/Combustion","Version 2.1","Buncombe County","NORTH CAROLINA","US","","No","Schneider Electric","Other","Green-e Climate RY2016",
"2012","CAR-1-US-531-4-343-NC-2012-708-1 to 2060","2060","05/30/2017","CAR531","Buncombe County Landfill","Landfill Gas Capture/Combustion","Version 2.1","Buncombe County","NORTH CAROLINA","US","","No","Schneider Electric","Other","Green-e Climate RY2016",
"2012","CAR-1-US-423-4-217-NE-2012-913-1 to 5764","5764","01/04/2013","CAR423","Butler County Landfill Pipeline Project","Landfill Gas Capture/Combustion","Version 2.0","David City","NEBRASKA","US","","No","Timberline Energy, LLC","On Behalf of Third Party","",
"2012","CAR-1-US-423-4-217-NE-2012-1206-1 to 16520","16520","09/23/2013","CAR423","Butler County Landfill Pipeline Project","Landfill Gas Capture/Combustion","Version 2.0","David City","NEBRASKA","US","","No","Timberline Energy, LLC","On Behalf of Third Party","",
"2012","CAR-1-US-866-34-386-WA-2012-1233-1 to 7500","7500","06/23/2016","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-866-34-386-WA-2012-1233-7501 to 25496","17996","12/20/2013","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","The Climate Trust","Compliance Requirements","Retired on behalf of Invenergy",
"2012","CAR-1-US-866-34-386-WA-2012-1233-25497 to 33585","8089","12/20/2013","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","The Climate Trust","Compliance Requirements","Retired on behalf of the Oregon CO2 Standard",
"2012","CAR-1-US-825-34-386-WA-2012-1234-7501 to 17406","9906","12/20/2013","CAR825","Cedar Grove Composting","Organic Waste Composting","Version 1.1","Everett, Washington","WASHINGTON","US","","No","The Climate Trust","Compliance Requirements","Retired on behalf of the Oregon CO2 Standard",
"2012","CAR-1-US-825-34-386-WA-2012-1234-1 to 7500","7500","06/23/2016","CAR825","Cedar Grove Composting","Organic Waste Composting","Version 1.1","Everett, Washington","WASHINGTON","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-644-4-251-OH-2012-950-90 to 96","7","04/03/2019","CAR644","Central LFG to Energy Project","Landfill Gas Capture/Combustion","Version 3.0","Mahoning County, Ohio","OHIO","US","","No","Element Markets Emissions, LLC","Environmental Benefit","Behalf of emissions assoc. w/travel for conference",
"2012","CAR-1-US-644-4-251-OH-2012-950-1 to 89","89","05/17/2016","CAR644","Central LFG to Energy Project","Landfill Gas Capture/Combustion","Version 3.0","Mahoning County, Ohio","OHIO","US","","No","EDF Trading North America , LLC","On Behalf of Third Party","Retired on behalf of Invista SARL",
"2012","CAR-1-US-502-4-335-MI-2012-1045-1 to 30000","30000","07/31/2013","CAR502","Central Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Pierson","MICHIGAN","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-502-4-335-MI-2012-1045-30001 to 43415","13415","05/27/2016","CAR502","Central Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Pierson","MICHIGAN","US","","No","Poseidon Resources (Channelside) LP","Compliance Requirements","GHG 2016",
